Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,,,,,,,,,,,,,,
NU6CRKXN,journalArticle,2006,"Goolsbee, Austan; Guryan, Jonathan",The Impact of Internet Subsidies in Public Schools,The Review of Economics and Statistics,,0034-6535,,http://www.jstor.org/stable/40042999,"In an effort to alleviate the perceived growth of a digital divide, the U.S. government enacted a major subsidy for Internet and communications investment in schools starting in 1998. In this paper, we evaluate the effect of the subsidy--known as the E-Rate--on Internet investment in California public schools. The program subsidized spending by 20%-90%, depending on school characteristics. Using new data on school technology usage in every school in California from 1996 to 2000 as well as application data from the E-Rate program, the results indicate that the subsidy did succeed in significantly increasing Internet investment. The implied first-dollar price elasticity of demand for Internet investment is between -0.4 and -1.1 and the greatest sensitivity is seen among urban schools and schools with large black and Hispanic student populations. Rural and predominantly white and Asian schools show much less sensitivity. Overall, by the final year of the sample, there were approximately 68% more Internet-connected classrooms per teacher than there would have been without the subsidy. Using a variety of test score results, however, we do not find significant effects of the E-Rate program, at least so far, on student performance.",2006,2/19/2016 3:54,336-347,,2,88,,The Review of Economics and Statistics,,,,,,,,,,,,,JSTOR,,,,,,,,,,,,,,,,
799W2VIN,journalArticle,1997,"Chatfield, Akemi Takeoka; Bjorn-Andersen, Niels",The Impact of IOS-Enabled Business Process Change on Business Outcomes: Transformation of the Value Chain of Japan Airlines,Journal of Management Information Systems,,,,,,1997,,13-40,,1,14,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJ569WFQ,journalArticle,2011,"Chang, Young Bong; Gurbaxani, Vijay",The Impact of IT-Related Spillovers on Long-Run Productivity: An Empirical Analysis,Information Systems Research,,1047-7047,10.1287/isre.1110.0381,http://pubsonline.informs.org.ezproxy.baylor.edu/doi/abs/10.1287/isre.1110.0381,"This paper examines the effects of IT-related spillovers on firm-level productivity improvements over a long-term horizon. In contrast, prior research has largely focused on the direct and contemporaneous impacts of IT investments. As a result, we do not fully understand how IT investments are associated with ongoing productivity improvements in future periods and how spillovers influence these gains. In this paper, we examine whether firms receive incremental benefits from IT-related spillovers and whether these spillovers lead to more persistent returns. We focus on the spillovers that accrue to firms from their interindustry transactions, especially the IT services industry. We model and estimate the impact of spillovers on long-run productivity using firm-level data from the manufacturing, transportation, trade, and services sectors. We find that spillover impacts are highly significant, but that the magnitude and persistence of the impacts vary. Firms with high IT intensity receive greater spillover benefits from the IT services industry. Moreover, these benefits are sustained over a long-term horizon. However, the impact of IT-related spillovers does not persist in low IT intensity firms regardless of the source. Overall, our results shed light on the existence and sources of IT-related spillovers and on their important role in shaping the long-run returns to IT investment. Our results also help explain the findings of excess returns to IT investment in the IT productivity literature.",9/15/2011,10/6/2015 2:05,868-886,,3-part-2,23,,Information Systems Research,The Impact of IT-Related Spillovers on Long-Run Productivity,,,,,,,,,,,,pubsonline.informs.org.ezproxy.baylor.edu (Atypon),,,,,,,,,,,,,,,,
NTBR8DRS,journalArticle,2007,"Kanawattanachai, Prasert; Yoo, Youngjin",The Impact of Knowledge Coordination on Virtual Team Performance over Time,MIS Quarterly,,0276-7783,,http://www.jstor.org/stable/25148820,"As the role of virtual teams in organizations becomes increasingly important, it is crucial that companies identify and leverage team members' knowledge. Yet, little is known of how virtual team members come to recognize one another's knowledge, trust one another's expertise, and coordinate their knowledge effectively. In this study, we develop a model of how three behavioral dimensions associated with transactive memory systems (TMS) in virtual teams-expertise location, task-knowledge coordination, and cognition-based trust-and their impacts on team performance change over time. Drawing on the data from a study that involves 38 virtual teams of MBA students performing a complex web-based business simulation game over an 8-week period, we found that in the early stage of the project, the frequency and volume of task-oriented communications among team members played an important role in forming expertise location and cognition-based trust. Once TMS were established, however, task-oriented communication became less important. Instead, toward the end of the project, task-knowledge coordination emerges as a key construct that influences team performance, mediating the impact of all other constructs. Our study demonstrates that TMS can be formed even in virtual team environments where interactions take place solely through electronic media, although they take a relatively long time to develop. Furthermore, our findings show that, once developed, TMS become essential to performing tasks effectively in virtual teams.",2007,11/16/2015 22:49,783-808,,4,31,,MIS Quarterly,,,,,,,,,,,,,JSTOR,,,,,,,,,,,,,,,,
77J7RAMU,journalArticle,1997,"Ralston, David A.; Holt, David H.; Terpstra, Robert H.; Kai-Cheng, Yu","The Impact of National Culture and Economic Ideology on Managerial Work Values: A Study of the United States, Russia, Japan, and China",Journal of International Business Studies,,0047-2506,,http://www.jstor.org/stable/155453,"This study assesses the impact of economic ideology and national culture on the individual work values of managers in the United States, Russia, Japan, and China. The convergence-divergence-crossvergence (CDC) framework was used as a theoretical framework for the study, while the Schwartz Value Survey (SVS) was used to operationalize our investigation of managerial work values across these four countries. The findings largely support the crossvergence perspective, while also confirming the role of national culture. Implications from the findings are drawn for the convergence-divergence-crossvergence of values, as well as for the feasibility of multidomestic or global strategies for a corporate culture.",1997,2/8/2016 3:57,177-207,,1,28,,Journal of International Business Studies,The Impact of National Culture and Economic Ideology on Managerial Work Values,,,,,,,,,,,,JSTOR,,,,,,,,,,,,,,,,
K4KQGP8J,journalArticle,2011,"Cheng, Hsing K; Liu, Yipeng; Tang, Qian",The Impact of Network Externalities on the Competition Between Open Source and Proprietary Software,Journal of Management Information Systems,,,,,,2011,,201-230,,4,27,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNSDBES4,journalArticle,1991,"Soonchul, Lee",The Impact of Office Information Systems on Potential Power and Influence,Journal of Management Information Systems,,,,,,1991,,135-151,,2,8,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842KBVNV,journalArticle,2009,"Ye, Qiang; Law, Rob; Gu, Bin",The impact of online user reviews on hotel room sales,International Journal of Hospitality Management,,0278-4319,10.1016/j.ijhm.2008.06.011,http://www.sciencedirect.com/science/article/pii/S0278431908000546,"Despite hospitality and tourism researchers� recent attempts on examining different aspects of online word-of-mouth [WOM], its impact on hotel sales remains largely unknown in the existing literature. To fill this void, we conduct a study to empirically investigate the impact of online consumer-generated reviews on hotel room sales. Utilizing data collected from the largest travel website in China, we develop a fixed effect log-linear regression model to assess the influence of online reviews on the number of hotel room bookings. Our results indicate a significant relationship between online consumer reviews and business performance of hotels.",2009-03,9/30/2015 20:29,180-182,,1,28,,International Journal of Hospitality Management,,,,,,,,,,,,,ScienceDirect,,,,,,,,,,,,,,,,
JAFK2UPC,journalArticle,2008,"Jaisingh, Jeevan; See-To, Eric W K; Tam, Kar Yan",The Impact of Open Source Software on the Strategic Choices of Firms Developing Proprietary Software,Journal of Management Information Systems,,,,,,2008,,241-275,,3,25,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4XH5FMN9,journalArticle,1989,"Trippi, Robert; Turban, Efraim",The Impact of Parallel and Neural Computing on Managerial Decision Making,Journal of Management Information Systems,,,,,,1989,,85-98,,3,6,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25EVT6HR,journalArticle,2007,"Grover, Varun; Saeed, Khawaja A","The Impact of Product, Market, and Relationship Characteristics on Interorganizational System Integration in Manufacturer--Supplier Dyads",Journal of Management Information Systems,,,,,,2007,,185-216,,4,23,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G6C2SXWX,journalArticle,2013,"Majchrzak, Ann; Wagner, Christian; Yates, Dave",The Impact of Shaping on Knowledge Reuse for Organizational Improvement with Wikis,MIS Quarterly,,2767783,,http://ezproxy.baylor.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=cph&AN=87370679&site=ehost-live&scope=site,"In this study, we explore the Wiki affordance of enabling shaping behavior within organizational intranets supported by Wikis. Shaping is the continuous revision of one's own and others' contributions to a Wiki. Shaping promotes knowledge reuse through improved knowledge integration. Recognizing and clarifying the role of shaping allows us to theorize new ways in which knowledge resources affect knowledge reuse. We examine the role of three knowledge resources of a Wiki contributor: knowledge depth, knowledge breadth, and assessment of the level of development of the Wiki community's transactive memory system. We offer preliminary evidence based on a sample of experienced organizational Wiki users that the three different knowledge resources have differential effects on shaping, that these effects differ from the effects on the more common user behavior of simply adding domain knowledge to a Wiki, and that shaping and adding each independently affect contributors' perceptions that their knowledge in the Wiki has been reused for organizational improvement. By empirically distinguishing between the different knowledge antecedents and consequences of shaping and adding, we derive implications for theory and research on knowledge integration and reuse.",2013-06,3/20/2016 23:03,455-A12,,2,37,,MIS Quarterly,,,,,,,,,,,,,EBSCOhost,,,,,,,,,,,,,,,,
